company,commits,date
intel.com,23,January 2017
intel.com,7,February 2017
intel.com,6,March 2017
intel.com,2,April 2017
intel.com,2,May 2017
intel.com,2,June 2017
intel.com,4,July 2017
intel.com,4,August 2017
intel.com,3,September 2017
intel.com,1,October 2017
intel.com,4,November 2017
intel.com,6,December 2017
intel.com,6,January 2018
intel.com,3,February 2018
intel.com,2,March 2018
intel.com,5,April 2018
intel.com,4,May 2018
intel.com,8,June 2018
intel.com,3,July 2018
intel.com,6,August 2018
intel.com,1,September 2018
intel.com,1,October 2018
intel.com,2,November 2018
intel.com,1,December 2018
intel.com,0,January 2019
intel.com,1,February 2019
intel.com,2,March 2019
intel.com,1,April 2019
intel.com,8,June 2019
intel.com,6,July 2019
intel.com,2,August 2019
intel.com,2,September 2019
intel.com,2,October 2019
intel.com,3,November 2019
intel.com,6,December 2019
intel.com,4,January 2020
intel.com,3,February 2020
intel.com,9,March 2020
intel.com,23,April 2020
intel.com,5,May 2020
intel.com,2,June 2020
intel.com,1,July 2020
intel.com,0,August 2020
intel.com,1,September 2020
microsoft.com,0,January 2015
microsoft.com,0,February 2015
microsoft.com,0,March 2015
microsoft.com,0,April 2015
microsoft.com,0,May 2015
microsoft.com,0,June 2015
microsoft.com,0,July 2015
microsoft.com,0,August 2015
microsoft.com,0,September 2015
microsoft.com,0,October 2015
microsoft.com,0,November 2015
microsoft.com,0,December 2015
microsoft.com,0,January 2016
microsoft.com,0,February 2016
microsoft.com,0,March 2016
microsoft.com,0,April 2016
microsoft.com,0,May 2016
microsoft.com,0,June 2016
microsoft.com,0,July 2016
microsoft.com,0,August 2016
microsoft.com,0,September 2016
microsoft.com,0,October 2016
microsoft.com,0,November 2016
microsoft.com,0,December 2016
microsoft.com,0,January 2017
microsoft.com,0,February 2017
microsoft.com,0,March 2017
microsoft.com,0,April 2017
microsoft.com,0,May 2017
microsoft.com,0,June 2017
microsoft.com,0,July 2017
microsoft.com,0,August 2017
microsoft.com,0,September 2017
microsoft.com,0,October 2017
microsoft.com,0,November 2017
microsoft.com,0,December 2017
microsoft.com,0,January 2018
microsoft.com,0,February 2018
microsoft.com,0,March 2018
microsoft.com,0,April 2018
microsoft.com,0,May 2018
microsoft.com,0,June 2018
microsoft.com,0,July 2018
microsoft.com,0,August 2018
microsoft.com,0,September 2018
microsoft.com,2,October 2018
microsoft.com,1,November 2018
microsoft.com,23,December 2018
microsoft.com,9,January 2019
microsoft.com,23,February 2019
microsoft.com,29,March 2019
microsoft.com,34,April 2019
microsoft.com,43,May 2019
microsoft.com,18,July 2019
microsoft.com,17,August 2019
microsoft.com,18,September 2019
microsoft.com,24,October 2019
microsoft.com,15,November 2019
microsoft.com,7,December 2019
microsoft.com,16,January 2020
microsoft.com,17,February 2020
microsoft.com,12,March 2020
microsoft.com,10,April 2020
microsoft.com,16,May 2020
microsoft.com,5,June 2020
microsoft.com,10,July 2020
microsoft.com,9,August 2020
microsoft.com,10,September 2020
igalia.com,2,January 2015
igalia.com,2,February 2015
igalia.com,3,March 2015
igalia.com,14,April 2015
igalia.com,13,May 2015
igalia.com,18,June 2015
igalia.com,1,July 2015
igalia.com,5,August 2015
igalia.com,2,September 2015
igalia.com,1,October 2015
igalia.com,0,November 2015
igalia.com,0,December 2015
igalia.com,0,January 2016
igalia.com,0,February 2016
igalia.com,0,March 2016
igalia.com,0,April 2016
igalia.com,3,May 2016
igalia.com,3,June 2016
igalia.com,6,July 2016
igalia.com,9,August 2016
igalia.com,7,September 2016
igalia.com,6,October 2016
igalia.com,8,November 2016
igalia.com,4,December 2016
igalia.com,7,January 2017
igalia.com,13,February 2017
igalia.com,9,March 2017
igalia.com,17,April 2017
igalia.com,3,May 2017
igalia.com,2,June 2017
igalia.com,9,July 2017
igalia.com,7,August 2017
igalia.com,6,September 2017
igalia.com,4,October 2017
igalia.com,1,November 2017
igalia.com,7,December 2017
igalia.com,4,January 2018
igalia.com,4,February 2018
igalia.com,6,March 2018
igalia.com,1,April 2018
igalia.com,0,May 2018
igalia.com,8,June 2018
igalia.com,6,July 2018
igalia.com,1,August 2018
igalia.com,1,September 2018
igalia.com,4,October 2018
igalia.com,10,November 2018
igalia.com,8,December 2018
igalia.com,16,January 2019
igalia.com,5,February 2019
igalia.com,10,March 2019
igalia.com,2,April 2019
igalia.com,5,May 2019
igalia.com,8,June 2019
igalia.com,1,July 2019
igalia.com,5,August 2019
igalia.com,1,September 2019
igalia.com,4,October 2019
igalia.com,1,November 2019
igalia.com,1,December 2019
igalia.com,0,January 2020,
igalia.com,1,February 2020
igalia.com,5,March 2020
igalia.com,1,April 2020
igalia.com,3,May 2020
igalia.com,0,June 2020
igalia.com,0,July 2020
igalia.com,0,August 2020
igalia.com,0,September 2020
arm.com,1,January 2015
arm.com,3,February 2015
arm.com,12,March 2015
arm.com,2,April 2015
arm.com,5,May 2015
arm.com,8,June 2015
arm.com,4,July 2015
arm.com,0,August 2015
arm.com,6,September 2015
arm.com,5,October 2015
arm.com,4,November 2015
arm.com,3,December 2015
arm.com,3,January 2016
arm.com,11,February 2016
arm.com,3,March 2016
arm.com,7,April 2016
arm.com,11,May 2016
arm.com,7,June 2016
arm.com,10,July 2016
arm.com,12,August 2016
arm.com,22,September 2016
arm.com,3,October 2016
arm.com,2,November 2016
arm.com,0,December 2016
arm.com,1,January 2017
arm.com,0,February 2017
arm.com,3,March 2017
arm.com,7,April 2017
arm.com,8,May 2017
arm.com,10,June 2017
arm.com,16,July 2017
arm.com,5,August 2017
arm.com,8,September 2017
arm.com,20,October 2017
arm.com,12,November 2017
arm.com,11,December 2017
arm.com,17,January 2018
arm.com,7,February 2018
arm.com,3,March 2018
arm.com,9,April 2018
arm.com,18,May 2018
arm.com,5,June 2018
arm.com,5,July 2018
arm.com,4,August 2018
arm.com,2,September 2018
arm.com,2,October 2018
arm.com,19,November 2018
arm.com,2,December 2018
arm.com,0,January 2019
arm.com,2,February 2019
arm.com,9,March 2019
arm.com,4,April 2019
arm.com,7,May 2019
arm.com,5,June 2019
arm.com,10,July 2019
arm.com,5,August 2019
arm.com,8,September 2019
arm.com,8,October 2019
arm.com,6,November 2019
arm.com,3,December 2019
arm.com,5,January 2020
arm.com,14,February 2020
arm.com,6,March 2020
arm.com,2,April 2020
arm.com,2,May 2020
arm.com,6,June 2020
arm.com,1,July 2020
arm.com,3,August 2020
arm.com,1,September 2020
ibm.com,1,January 2015
ibm.com,3,February 2015
ibm.com,32,March 2015
ibm.com,15,April 2015
ibm.com,1,May 2015
ibm.com,34,June 2015
ibm.com,42,July 2015
ibm.com,17,August 2015
ibm.com,31,September 2015
ibm.com,16,October 2015
ibm.com,42,November 2015
ibm.com,43,December 2015
ibm.com,35,January 2016
ibm.com,40,February 2016
ibm.com,67,March 2016
ibm.com,84,April 2016
ibm.com,54,May 2016
ibm.com,53,June 2016
ibm.com,26,July 2016
ibm.com,27,August 2016
ibm.com,16,September 2016
ibm.com,22,October 2016
ibm.com,15,November 2016
ibm.com,22,December 2016
ibm.com,36,January 2017
ibm.com,27,February 2017
ibm.com,25,March 2017
ibm.com,15,April 2017
ibm.com,12,May 2017
ibm.com,19,June 2017
ibm.com,12,July 2017
ibm.com,20,August 2017
ibm.com,13,September 2017
ibm.com,18,October 2017
ibm.com,8,November 2017
ibm.com,6,December 2017
ibm.com,11,January 2018
ibm.com,26,February 2018
ibm.com,12,March 2018
ibm.com,18,April 2018
ibm.com,27,May 2018
ibm.com,21,June 2018
ibm.com,10,July 2018
ibm.com,13,August 2018
ibm.com,19,September 2018
ibm.com,25,October 2018
ibm.com,17,November 2018
ibm.com,10,December 2018
ibm.com,35,January 2019
ibm.com,22,February 2019
ibm.com,20,March 2019
ibm.com,4,April 2019
ibm.com,15,May 2019
ibm.com,21,June 2019
ibm.com,17,July 2019
ibm.com,11,August 2019
ibm.com,15,September 2019
ibm.com,24,October 2019
ibm.com,24,November 2019
ibm.com,9,December 2019,
ibm.com,26,January 2020,
ibm.com,19,February 2020,
ibm.com,28,March 2020,
ibm.com,0,April 2020
ibm.com,0,May 2020
ibm.com,0,June 2020
ibm.com,0,July 2020
ibm.com,0,August 2020
ibm.com,0,September 2020
imgtec.com,24,January 2015
imgtec.com,45,February 2015
imgtec.com,45,March 2015
imgtec.com,26,April 2015
imgtec.com,17,May 2015
imgtec.com,30,June 2015
imgtec.com,22,July 2015
imgtec.com,5,August 2015
imgtec.com,16,September 2015
imgtec.com,10,October 2015
imgtec.com,22,November 2015
imgtec.com,22,December 2015
imgtec.com,21,January 2016
imgtec.com,22,February 2016
imgtec.com,20,March 2016
imgtec.com,21,April 2016
imgtec.com,16,May 2016
imgtec.com,18,June 2016
imgtec.com,23,July 2016
imgtec.com,13,August 2016
imgtec.com,12,September 2016
imgtec.com,7,October 2016
imgtec.com,19,November 2016
imgtec.com,12,December 2016
imgtec.com,5,January 2017
imgtec.com,4,February 2017
imgtec.com,11,March 2017
imgtec.com,15,April 2017
imgtec.com,25,May 2017
imgtec.com,15,June 2017
imgtec.com,15,July 2017
imgtec.com,6,August 2017
imgtec.com,6,September 2017
imgtec.com,5,October 2017
imgtec.com,1,November 2017
imgtec.com,0,December 2017
imgtec.com,0,January 2018
imgtec.com,0,February 2018
imgtec.com,0,March 2018
imgtec.com,0,April 2018
imgtec.com,1,May 2018
imgtec.com,0,June 2018
imgtec.com,0,July 2018
imgtec.com,0,August 2018
imgtec.com,0,September 2018
imgtec.com,0,October 2018
imgtec.com,0,November 2018
imgtec.com,0,December 2018
imgtec.com,0,December 2019,
imgtec.com,0,January 2020,
imgtec.com,0,February 2020,
imgtec.com,0,March 2020,
imgtec.com,0,April 2020
imgtec.com,0,May 2020
imgtec.com,0,June 2020
imgtec.com,0,July 2020
imgtec.com,0,August 2020
imgtec.com,0,September 2020
